"tag","unique_users","%_content_gen","%_content_pp","avg_nt_per_cg","dev_nt","%cg_outliers-","%cg_outliers+","avg_rt_per_cp","dev_rt","%cp_outliers-","%cp_outliers+","cg_reach","dev_cgr","cgr_outliers-","cgr_outliers+","cp_reach","dev_cpr","cpr_outliers-","cpr_outliers+"
"#MRSA","533","0.4090","0.8143","17.7936","54.4076","0.0000","0.1239","15.6221","33.5446","0.0000","0.1359","4482.4954","20647.1899","0.0000","0.1101","2759.5599","13403.9762","0.0000","0.0783"
"#StevensJohnsonSyndrome","9","0.7778","0.6667","11.7143","20.3283","-1.0000","-1.0000","4.6667","4.7081","-1.0000","-1.0000","1873.0000","1661.9548","-1.0000","-1.0000","1136.6667","719.3140","-1.0000","-1.0000"
"#FMD","7421","0.5390","0.7791","12.0445","59.0627","0.0000","0.1378","18.4343","46.2058","0.0000","0.1458","2299.2855","9648.0838","0.0000","0.1105","2831.9920","11274.1194","0.0000","0.1102"
"#Dengue","2623","0.3389","0.8906","13.0270","36.0800","0.0000","0.1159","11.1999","19.9968","0.0000","0.1361","17044.7334","140233.2714","0.0000","0.1485","4525.3202","41469.6285","0.0000","0.1323"
"#Cachexia","39","0.4872","0.8205","97.1053","203.1018","0.0000","0.2105","137.5625","129.1917","0.0000","0.1875","11188.4737","21998.3967","0.0000","0.0526","7531.8438","18052.6211","0.0000","0.0625"
"#HeartDisease","4889","0.5005","0.8045","13.9420","54.1828","0.0000","0.1251","20.2624","40.7518","0.0000","0.1498","10161.6592","108717.8165","0.0000","0.1336","6830.0005","77606.7757","0.0000","0.1259"
"#AIDS","29564","0.2919","0.8841","8.1692","44.3069","0.0000","0.1139","6.5863","23.4305","-1.0000","-1.0000","10341.2583","140610.4707","0.0000","0.1333","4126.4871","56894.8854","0.0000","0.1217"
"unknown-#GenCSM","156","0.5321","1.0000","37.5542","127.9986","0.0000","0.0964","65.2436","94.9783","0.0000","0.1538","3926.6988","6568.2239","0.0000","0.0964","2667.9936","5251.7904","0.0000","0.0897"
"#Schizofrenie","3378","0.4523","0.8079","13.1060","48.4636","0.0000","0.1322","17.0385","26.8710","0.0000","0.1854","4717.9863","29053.5537","0.0000","0.1355","2731.3342","10140.8771","0.0000","0.1224"
"#IBD","5274","0.4403","0.8788","10.8372","40.3512","0.0000","0.1270","14.6824","28.2640","0.0000","0.1847","3728.1585","28735.6145","0.0000","0.1214","2607.2498","21647.2975","0.0000","0.1217"
"#HPV","7212","0.3533","0.8968","11.9941","63.0031","0.0000","0.1185","12.7076","35.3223","0.0000","0.1396","11632.0993","186864.5946","0.0000","0.1181","3860.6327","35840.0076","0.0000","0.1119"
"#VascularDisease","181","0.1768","0.9392","11.9063","16.0108","0.0000","0.0938","10.5176","7.9529","-1.0000","-1.0000","3518.0000","6815.2810","0.0000","0.1875","1287.0824","3157.6127","0.0000","0.0765"
"#Flu","5990","0.4903","0.7693","11.5996","57.4571","0.0000","0.1410","17.3609","38.0017","0.0000","0.1825","11595.7521","148279.0645","0.0000","0.1294","7148.4204","112859.4359","0.0000","0.1155"
"#BRCA","1385","0.4866","0.9054","19.9659","71.4057","0.0000","0.1335","28.7337","51.4528","0.0000","0.1611","8304.6454","75274.3268","0.0000","0.1365","5314.4633","55855.3611","0.0000","0.1404"
"#hayfever","4085","0.5415","0.6372","4.0918","15.9534","0.0000","0.1609","8.2201","12.0188","0.0000","0.1076","3848.8535","28459.2822","0.0000","0.1234","2834.3957","12557.5341","0.0000","0.1237"
"#PediatricStroke","142","0.4859","0.9648","9.3768","20.5198","0.0000","0.1594","20.3358","15.2253","0.0000","0.1314","2906.7681","7167.0071","0.0000","0.1594","2037.5620","5390.6517","0.0000","0.1460"
"#SleepApnea","1270","0.5835","0.6669","20.8961","99.0453","0.0000","0.1525","35.4699","83.3371","0.0000","0.1665","6689.9312","75845.6607","0.0000","0.1282","7375.0638","74858.1238","0.0000","0.1251"
"#Tinnitus","1216","0.5724","0.6900","8.7744","41.0290","0.0000","0.0977","8.6651","34.5294","0.0000","0.1859","2373.9957","8493.4715","0.0000","0.1121","2872.7592","9114.0358","0.0000","0.1275"
"unknown-#hncsm","199","0.4422","0.9698","31.3068","123.3461","0.0000","0.1136","52.2746","84.2123","0.0000","0.1554","17024.9659","107978.7117","0.0000","0.1364","2831.4870","10519.2036","0.0000","0.1399"
"#A2ZCOPD","2919","0.4652","0.8458","17.6767","76.7425","0.0000","0.1296","23.9060","55.5419","0.0000","0.1418","8405.2680","134039.8181","0.0000","0.1252","5692.5816","99605.8043","0.0000","0.1381"
"#Osteosarcoma","185","0.4595","0.8216","14.9529","37.5445","0.0000","0.1882","27.6250","28.7120","0.0000","0.1711","3208.3059","9712.9154","0.0000","0.1059","3994.5197","13694.4083","0.0000","0.1118"
"#CervicalCancer","4886","0.3623","0.8936","11.7825","61.2382","0.0000","0.1249","12.8995","33.6376","0.0000","0.1406","9110.6723","124210.8658","0.0000","0.1288","5481.6974","87517.2090","0.0000","0.1216"
"#Angina","107","0.5794","0.6916","16.5000","37.2870","0.0000","0.1452","27.8784","14.7059","0.0000","0.1351","3729.8548","7846.1145","0.0000","0.1129","2168.3514","6543.6741","0.0000","0.1081"
"#Spondylitis","220","0.5636","0.8955","21.2258","60.0135","0.0000","0.0806","38.7563","41.1578","0.0000","0.1523","2085.6048","3918.7161","0.0000","0.1129","3086.5838","18636.1922","0.0000","0.1574"
"#AcuteCoronarySyndrome","39","0.3590","0.8974","87.5000","238.7131","0.0000","0.0714","51.5714","153.9567","0.0000","0.1714","6491.5714","15053.0592","0.0000","0.2143","3453.2000","9767.8479","0.0000","0.2000"
"#sjogrens","185","0.6324","0.8595","36.4957","112.2708","0.0000","0.1111","95.4025","97.5841","0.0000","0.1321","2337.0171","4918.9107","0.0000","0.1282","2620.1195","5551.3928","0.0000","0.1509"
"#HighCholesterol","295","0.4000","0.7695","13.4915","32.2495","0.0000","0.1017","24.2863","12.6653","-1.0000","-1.0000","53419.9576","386358.2049","0.0000","0.1525","16145.9956","208016.8647","0.0000","0.1498"
"#CHD","1915","0.3692","0.8762","11.9010","74.5461","0.0000","0.1400","14.5495","47.7477","0.0000","0.1246","4516.1245","21492.2252","0.0000","0.1315","3846.7318","23666.5725","0.0000","0.1216"
"#Restenosis","5","0.4000","0.8000","1.0000","0.0000","-1.0000","-1.0000","11.0000","0.5000","-1.0000","-1.0000","419.5000","126.5721","-1.0000","-1.0000","24165.5000","46165.3816","-1.0000","-1.0000"
"#Scoliosis","1237","0.4268","0.7906","6.4848","18.0207","0.0000","0.1174","9.1677","11.5084","0.0000","0.1247","3449.2045","20925.4910","0.0000","0.1383","1919.3344","15082.2512","0.0000","0.1350"
"unknown-#esocsm","33","0.6061","0.9697","29.8000","45.8655","0.0000","0.0500","51.1250","38.9194","0.0000","0.1563","10296.1500","27762.7571","0.0000","0.2000","6174.1250","22246.0460","0.0000","0.1250"
"#CHF","634","0.4527","0.7019","11.3380","67.2545","0.0000","0.1638","24.1820","53.8568","-1.0000","-1.0000","3807.3589","10531.5292","0.0000","0.1359","3367.4449","8429.1201","0.0000","0.1506"
"#Fibroid","979","0.4188","0.8080","15.7439","63.3742","0.0000","0.1439","16.7143","43.3829","0.0000","0.1707","5482.1902","44282.7596","0.0000","0.1146","3716.5917","35549.7221","0.0000","0.1252"
"#LynchSyndrome","315","0.4698","0.8952","28.4324","97.1334","0.0000","0.1216","40.6525","47.2277","0.0000","0.1312","5066.7162","13908.7482","0.0000","0.1014","3391.8227","11141.8552","0.0000","0.1348"
"#LQTS","106","0.3868","0.8491","9.2439","29.9756","0.0000","0.0732","18.4889","20.6616","0.0000","0.1222","3772.2927","9711.9033","0.0000","0.0732","1627.3556","6054.6727","0.0000","0.1111"
"#Meningitis","1691","0.4015","0.8835","12.2813","37.9505","0.0000","0.1208","18.9719","22.9739","0.0000","0.1807","6875.3623","45652.6207","0.0000","0.1355","4206.9726","33978.4358","0.0000","0.1225"
"#Diabesity","32698","0.4264","0.8050","8.2961","35.2674","0.0000","0.1302","8.6577","21.5261","0.0000","0.1333","7522.4029","138538.0645","0.0000","0.1297","4472.4575","94472.8905","0.0000","0.1273"
"#Moyamoya","287","0.2648","0.9652","5.0789","11.2472","0.0000","0.1447","5.2527","6.1109","-1.0000","-1.0000","2323.2237","5447.4305","0.0000","0.1447","3201.4838","12822.5877","0.0000","0.1336"
"#Bulimia","818","0.5452","0.8081","10.4170","23.2317","0.0000","0.1076","18.5371","16.2427","0.0000","0.1528","3755.8587","18850.2974","0.0000","0.1143","3608.3782","19611.1385","0.0000","0.1120"
"unknown-#GPFAD2013","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#myocarditis","77","0.5065","0.9481","22.8718","54.8818","0.0000","0.1538","53.3562","41.5358","0.0000","0.1233","7733.8205","24065.9085","0.0000","0.1282","4719.8904","17810.7519","0.0000","0.0685"
"#Hypothyroidism","567","0.5432","0.7372","19.0487","78.6875","0.0000","0.1299","37.0072","64.2181","0.0000","0.1340","9456.4805","109664.1372","0.0000","0.1201","7665.8014","94610.5656","0.0000","0.1124"
"#Alzheimer","24934","0.3915","0.8300","7.7619","35.2586","0.0000","0.1195","8.1182","22.5032","0.0000","0.1172","7350.5689","102385.2392","0.0000","0.1296","5520.3048","77654.1525","0.0000","0.1297"
"#Cholesteatoma","10","0.7000","0.5000","7.2857","10.6570","-1.0000","-1.0000","6.0000","6.9426","-1.0000","-1.0000","345.8571","345.6831","-1.0000","-1.0000","85.2000","110.1213","-1.0000","-1.0000"
"#Lipoedema","112","0.6250","0.7679","22.9714","64.7497","0.0000","0.1571","25.8488","29.5033","0.0000","0.1512","2991.9429","7819.5377","0.0000","0.1286","2831.7326","7749.3075","0.0000","0.1163"
"#AorticDissection","70","0.5571","0.8143","12.1538","20.8725","0.0000","0.1795","14.5965","13.0090","0.0000","0.1579","5101.4872","21442.3625","0.0000","0.0513","3724.0702","17797.3370","0.0000","0.0526"
"#Listeriosis","3438","0.1428","0.9378","5.6884","29.4673","0.0000","0.1589","2.2354","9.3797","-1.0000","-1.0000","16404.4460","99408.8765","0.0000","0.1446","2562.8065","35225.1746","0.0000","0.1126"
"#ThyroidCancer","494","0.4777","0.8259","23.3347","81.3511","0.0000","0.1229","33.5858","60.3026","0.0000","0.1691","3420.4110","8348.5206","0.0000","0.1483","3321.8995","10559.1758","0.0000","0.1250"
"#MuscularDystrophy","576","0.4427","0.8438","9.6235","37.4368","0.0000","0.1098","15.8189","12.2107","0.0000","0.1728","2267.0196","4761.3261","0.0000","0.1216","2221.7551","5519.4385","0.0000","0.1132"
"#Polio","3394","0.3052","0.9157","11.3166","61.8321","0.0000","0.1264","13.7014","34.6117","-1.0000","-1.0000","17807.3446","172298.5889","0.0000","0.1371","7615.0476","103100.3674","0.0000","0.1258"
"#Mastocytosis","27","0.6296","0.8519","24.0000","52.6498","0.0000","0.1176","69.4348","46.3690","0.0000","0.0870","2633.5882","3537.8049","0.0000","0.1176","1175.9130","1360.3024","0.0000","0.0435"
"#HemiplegicMigraine","34","0.6176","0.9412","52.5238","177.5758","0.0000","0.0952","76.9688","144.9635","0.0000","0.1250","4154.0952","6564.8650","0.0000","0.1429","3401.6250","6148.9754","0.0000","0.1250"
"#impotence","466","0.4034","0.6931","10.8298","34.7740","0.0000","0.1117","9.3963","7.7270","-1.0000","-1.0000","9450.2447","53960.1139","0.0000","0.1489","3387.6006","35467.1493","0.0000","0.1641"
"#EmanuelSyndrome","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"unknown-#PNDChat","2145","0.4308","0.8172","8.1970","22.9867","0.0000","0.1299","9.0787","13.4399","0.0000","0.1335","7458.4686","69980.4862","0.0000","0.1115","3804.7182","48798.2897","0.0000","0.1129"
"#curesma","60","0.5500","0.6500","9.1818","25.7857","0.0000","0.1212","9.1795","24.1736","0.0000","0.1538","4425.5152","14717.9239","0.0000","0.1515","4131.9744","13560.7602","0.0000","0.1282"
"#Migraine","5310","0.5605","0.7217","12.0114","53.8592","0.0000","0.1512","22.1292","46.2780","0.0000","0.1417","6427.7174","66406.6086","0.0000","0.1351","4983.2263","44777.6226","0.0000","0.1247"
"#aHUS","79","0.4430","0.8481","21.0000","80.1700","0.0000","0.1714","35.8955","58.5602","0.0000","0.1940","2182.8286","7330.5885","0.0000","0.0571","1646.5672","5395.5654","0.0000","0.0746"
"#RettSyndrome","182","0.4176","0.7912","14.0263","65.4105","0.0000","0.1447","4.7083","19.0417","0.0000","0.0972","4424.5132","7659.2490","0.0000","0.1184","2615.1736","7027.8399","0.0000","0.1667"
"#BirdFlu","239","0.4100","0.7657","8.8061","28.4919","0.0000","0.1531","10.1257","12.5829","-1.0000","-1.0000","12195.9388","71950.7750","0.0000","0.1633","3337.3989","9477.5110","0.0000","0.1202"
"#analcancer","66","0.5758","0.8333","44.7632","192.5257","0.0000","0.1579","71.2545","18.1038","0.0000","0.1455","4658.5000","13489.9578","0.0000","0.1579","4304.0545","12706.7061","0.0000","0.1455"
"#Psoriasis","1957","0.5360","0.7384","21.0772","83.0241","0.0000","0.1249","28.8948","66.2134","0.0000","0.1806","3478.8818","13259.8550","0.0000","0.1344","3513.1121","16723.1502","0.0000","0.1322"
"#Gallbladder","144","0.6667","0.5278","13.2188","36.9424","0.0000","0.1354","9.0921","11.5220","0.0000","0.1711","1538.6146","4150.6984","0.0000","0.1354","2871.7763","7114.2641","0.0000","0.1579"
"unknown-#mpnsm","107","0.4486","0.9346","14.7917","24.2276","0.0000","0.0625","26.3000","18.2488","0.0000","0.1400","2368.3542","5880.0926","0.0000","0.0625","1468.3600","4207.6611","0.0000","0.1400"
"#Dysautonomia","453","0.7638","0.7947","19.5058","94.9694","0.0000","0.1214","65.0806","93.2882","0.0000","0.1250","2554.4509","6190.6016","0.0000","0.1156","3184.4139","17023.5383","0.0000","0.0972"
"#RenalFailure","65","0.6769","0.6769","21.9318","50.2410","0.0000","0.0909","51.9091","34.5466","0.0000","0.1136","1527.8864","2871.9427","0.0000","0.1591","1293.9091","2551.4604","0.0000","0.1591"
"#pseudobulbar","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#merkelcellcarcinoma","21","0.6190","0.8095","92.6154","305.7893","0.0000","0.1538","254.1765","268.4012","0.0000","0.1176","19025.4615","62663.7636","0.0000","0.1538","14167.1765","54965.3254","0.0000","0.1176"
"#Anaphylaxis","1117","0.4539","0.8729","8.3886","20.3035","0.0000","0.1144","11.4697","13.1590","0.0000","0.1918","2927.7811","10281.3441","0.0000","0.1203","2071.8369","7450.9737","0.0000","0.1159"
"#MultipleEndocrineNeoplasia","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#SARS","2678","0.3047","0.8521","3.5797","10.8088","0.0000","0.1838","3.8935","6.2729","-1.0000","-1.0000","13000.4252","95664.3884","0.0000","0.1238","5068.2897","54749.6019","0.0000","0.1065"
"#hypertrophiccardiomyopathy","24","0.4167","0.8333","15.4000","17.5891","0.0000","0.0000","16.3000","10.1260","0.0000","0.2000","4756.2000","8021.5242","0.0000","0.1000","1148.5500","3326.9652","0.0000","0.1500"
"#Incontinence","845","0.5822","0.6899","15.9004","64.2143","0.0000","0.1199","22.4683","39.1696","0.0000","0.1544","3146.6606","18522.4142","0.0000","0.1301","2020.5111","6549.2521","0.0000","0.1098"
"#TennisElbow","140","0.7357","0.3786","11.8738","57.1089","0.0000","0.1359","3.1887","8.7553","0.0000","0.1509","1744.5825","5247.8960","0.0000","0.1650","1846.1509","4728.1321","0.0000","0.1321"
"#AllergicRhinitis","74","0.5946","0.6757","5.5000","7.5035","0.0000","0.0909","46.1200","6.1346","0.0000","0.1200","5649.0227","17344.6771","0.0000","0.1364","2755.9200","8093.6960","0.0000","0.1600"
"#Menieres","52","0.6923","0.6154","4.1667","7.5574","0.0000","0.1111","3.1875","8.2613","0.0000","0.0938","4308.7222","16407.8074","0.0000","0.1111","6173.0938","17418.3805","0.0000","0.1250"
"#Progeria","243","0.4156","0.9136","13.9703","32.3560","0.0000","0.1485","22.3919","21.9581","0.0000","0.1802","7784.2475","28153.2466","0.0000","0.1386","4754.2613","22961.5349","0.0000","0.1306"
"#PCOS","2515","0.5594","0.7237","12.4001","57.9072","0.0000","0.1372","19.6901","50.8550","0.0000","0.1593","4803.9225","48975.2904","0.0000","0.1251","4483.3967","43643.2557","0.0000","0.1231"
"#Halitosis","117","0.6581","0.5128","11.3636","28.4600","0.0000","0.1948","13.4000","6.6536","0.0000","0.1667","9391.9091","52312.3073","0.0000","0.1818","1382.4333","2386.5507","0.0000","0.1333"
"#Trichotillomania","168","0.6905","0.5655","8.3017","28.3914","0.0000","0.1034","5.9053","23.9434","0.0000","0.1263","2106.5172","6603.4074","0.0000","0.0862","3080.7474","8204.3720","0.0000","0.1263"
"#Osteoporosis","2533","0.5148","0.7304","14.6005","64.9520","0.0000","0.1288","23.4276","49.8860","0.0000","0.2043","11938.9486","156959.5887","0.0000","0.1373","5801.3103","57794.6618","0.0000","0.1286"
"#irondeficiency","114","0.5175","0.7368","8.6780","14.5903","0.0000","0.1186","18.8929","12.2935","0.0000","0.1429","2096.5763","3727.0488","0.0000","0.1695","2150.3929","4268.6602","0.0000","0.1786"
"#MyalgicE","4311","0.3637","0.9620","11.7168","60.8050","0.0000","0.1199","16.2669","37.6554","0.0000","0.1760","2692.0612","12794.9138","0.0000","0.1040","1770.0598","8592.1152","0.0000","0.1010"
"#PainSomnia","420","0.6500","0.8571","20.4542","81.1614","0.0000","0.1319","23.8833","71.2699","0.0000","0.1528","2817.3187","14698.4747","0.0000","0.0769","3366.1056","20593.7518","0.0000","0.0722"
"#BloodCancer","1102","0.3548","0.8920","19.1535","80.6779","0.0000","0.1535","23.6836","47.0747","0.0000","0.1455","23048.0844","341376.0240","0.0000","0.1381","11538.6053","218679.6021","0.0000","0.1119"
"#Ebola","23412","0.2739","0.9075","5.6528","34.6775","0.0000","0.1160","5.4818","18.8560","-1.0000","-1.0000","25470.4284","327914.1092","0.0000","0.1407","7270.2895","148947.9749","0.0000","0.1172"
"#EyeCancer","179","0.5475","0.7598","30.6327","175.9965","0.0000","0.1429","29.7132","148.2735","0.0000","0.1838","7382.8776","24164.1994","0.0000","0.1429","5165.1029","18355.4959","0.0000","0.1324"
"#EatingDisorder","4443","0.4402","0.8181","8.5951","47.4977","0.0000","0.1273","12.9524","34.3767","0.0000","0.1508","3913.0307","21354.1758","0.0000","0.1253","3801.2652","18659.1258","0.0000","0.1252"
"#meningococcal","184","0.4239","0.8967","16.3718","31.1732","0.0000","0.1154","22.2182","22.4369","0.0000","0.1515","26199.9872","125322.4627","0.0000","0.1667","14455.4606","88918.4637","0.0000","0.1697"
"#KawasakiDisease","60","0.5167","0.8333","7.5161","12.7014","0.0000","0.0645","11.6800","10.5128","0.0000","0.1800","2205.6129","4869.2113","0.0000","0.1290","1093.1200","2614.5342","0.0000","0.0800"
"#hydrocephalus","265","0.5057","0.7434","14.3881","50.1185","0.0000","0.1567","17.8274","36.8629","0.0000","0.1574","1472.2985","3083.3385","0.0000","0.1045","1646.1878","4217.4846","0.0000","0.0964"
"#DownSyndrome","5219","0.3075","0.8764","6.7140","31.0200","0.0000","0.1340","7.9993","16.7676","-1.0000","-1.0000","5170.9826","33555.8128","0.0000","0.1252","4090.1240","24063.8650","0.0000","0.1128"
"#enuresis","35","0.6571","0.6571","10.6087","11.7115","0.0000","0.1739","7.6087","12.3500","0.0000","0.1739","1981.3913","4058.9288","0.0000","0.0435","1236.3478","1534.5444","0.0000","0.0435"
"#brucellosis","20","0.5500","0.8000","9.5455","17.4262","0.0000","0.0909","12.5625","15.0874","0.0000","0.1875","2385.5455","3171.7152","0.0000","0.1818","1816.6875","3715.2478","0.0000","0.1875"
"#Myositis","267","0.4082","0.9213","21.5872","79.6502","0.0000","0.1193","21.1301","53.8567","0.0000","0.2033","1943.8073","5710.6968","0.0000","0.1651","1093.0772","2904.8976","0.0000","0.1382"
"#Triglycerides","119","0.6471","0.8067","43.9091","193.2238","0.0000","0.1169","77.0729","173.1715","0.0000","0.1875","2376.3506","4825.7739","0.0000","0.1039","2115.3229","4389.5328","0.0000","0.0938"
"#ringworm","90","0.5889","0.5444","10.6604","29.7347","0.0000","0.0943","24.9592","5.9883","-1.0000","-1.0000","41101.2453","267794.4940","0.0000","0.1321","42668.3673","277919.6291","0.0000","0.1837"
"#neurofibromatosis","623","0.3868","0.8523","11.0871","60.7111","0.0000","0.1369","15.9153","32.8324","0.0000","0.1205","18209.3278","146489.9940","0.0000","0.1660","2873.8305","14849.1417","0.0000","0.1262"
"#CFLN","4831","0.3647","0.8592","9.3014","60.4929","0.0000","0.1379","12.6307","37.3088","0.0000","0.1050","5399.7026","54738.4514","0.0000","0.1362","3064.3031","33753.0211","0.0000","0.1308"
"#hypospadias","29","0.6207","0.8276","13.7778","23.3126","0.0000","0.2222","6.6667","14.6206","0.0000","0.1250","1954.3889","4209.6485","0.0000","0.1111","829.2917","917.3988","0.0000","0.0417"
"#Leukaemia","3944","0.3780","0.8654","15.7123","54.1943","0.0000","0.1294","15.6724","30.2917","0.0000","0.1535","9547.6888","73800.4680","0.0000","0.1408","4527.5078","45069.8439","0.0000","0.1236"
"unknown-#stcsm","158","0.5000","0.8228","35.9873","136.5624","0.0000","0.1013","65.0538","106.7333","0.0000","0.1538","4155.3544","14710.1081","0.0000","0.1266","1664.1000","4927.4287","0.0000","0.0923"
"#BloodClot","318","0.3491","0.8994","20.2793","87.9338","0.0000","0.0901","16.6713","55.3197","0.0000","0.1818","10448.5045","51677.8507","0.0000","0.1441","5605.1119","38871.8163","0.0000","0.1364"
"#MultScler","4969","0.4347","0.8322","13.3861","62.1771","0.0000","0.1384","18.0880","41.5903","0.0000","0.1599","5648.9741","39580.4458","0.0000","0.1333","3963.4123","39824.1422","0.0000","0.1170"
"#BMFSM","7","0.5714","1.0000","35.0000","58.8388","-1.0000","-1.0000","49.4286","45.6180","-1.0000","-1.0000","6355.5000","7141.7472","-1.0000","-1.0000","4179.5714","5769.1004","-1.0000","-1.0000"
"#TransverseMyelitis","49","0.5714","0.8571","10.0357","13.7261","0.0000","0.0357","41.6667","12.2639","0.0000","0.1905","2923.7857","7325.8206","0.0000","0.1429","2363.2857","6295.6659","0.0000","0.1667"
"#BrainAneurysm","132","0.4773","0.8106","11.3492","33.4800","0.0000","0.1111","11.6449","17.8067","0.0000","0.1589","2439.6508","5691.9353","0.0000","0.1270","2900.3084","8225.4092","0.0000","0.1308"
"#Dermatomyositis","83","0.4819","0.8795","24.8250","73.8831","0.0000","0.0250","47.5342","55.8695","0.0000","0.2055","2398.5500","6714.7912","0.0000","0.1500","2701.1096","10813.5156","0.0000","0.1918"
"#Haemophilia","870","0.4575","0.8391","27.1935","119.1188","0.0000","0.1357","33.8000","87.9786","0.0000","0.1370","6601.8920","39237.7829","0.0000","0.1508","3861.2904","30276.6575","0.0000","0.1438"
"#Angiosarcoma","29","0.6552","0.6552","83.8421","201.3624","0.0000","0.2105","230.7895","163.9102","0.0000","0.1579","7817.6316","22155.6988","0.0000","0.1579","8495.3684","22957.5729","0.0000","0.1579"
"#uterinecancer","76","0.6316","0.8158","34.3542","101.3459","0.0000","0.0833","30.7258","25.3470","0.0000","0.1774","8759.8750","43801.0039","0.0000","0.1042","7249.4032","38587.3630","0.0000","0.1129"
"#NCDs","4044","0.3571","0.9634","11.3712","61.3114","0.0000","0.1157","16.9959","37.7058","0.0000","0.1663","11454.7071","141739.6447","0.0000","0.1323","5334.3311","87189.9171","0.0000","0.1222"
"#HighBloodPressure","7120","0.4042","0.8230","14.2728","60.6928","0.0000","0.1213","14.4416","37.5792","0.0000","0.1609","14923.2550","246181.3011","0.0000","0.1369","7368.1932","172999.2892","0.0000","0.1408"
"#Diverticulitis","159","0.4906","0.7987","11.0513","23.6933","0.0000","0.1282","16.3858","19.0126","0.0000","0.1575","4430.2051","9070.8198","0.0000","0.1667","2494.9606","5146.8472","0.0000","0.1260"
"#Hantavirus","143","0.5664","0.7972","8.8272","15.2470","0.0000","0.1111","16.8772","12.0076","0.0000","0.1754","15597.4444","76651.5155","0.0000","0.1235","4787.9474","26069.2530","0.0000","0.1228"
"#Carcinoma","231","0.6017","0.7879","21.1583","35.0648","0.0000","0.1079","27.4945","21.6756","0.0000","0.1593","4139.7122","14913.0976","0.0000","0.1007","3520.4286","15618.9454","0.0000","0.0879"
"#DeviatedSeptum","19","0.6842","0.3158","1.9231","1.1152","0.0000","0.1538","3.3333","0.0000","-1.0000","-1.0000","13154.0769","42451.4993","0.0000","0.0769","42414.1667","52593.3510","-1.0000","-1.0000"
"#PulmonaryHypertension","416","0.3894","0.8870","16.0370","47.1569","0.0000","0.1543","28.9377","31.5331","0.0000","0.1789","4554.8704","17465.2899","0.0000","0.1481","2689.0650","12905.2074","0.0000","0.1463"
"#osteonecrosis","34","0.2941","0.8824","14.4000","17.0503","0.0000","0.1000","35.0000","11.8426","-1.0000","-1.0000","26601.4000","79619.6137","0.0000","0.2000","9231.8333","46083.4914","0.0000","0.2333"
"#Eclampsia","12","0.8333","0.5833","8.2000","9.8748","0.0000","0.1000","82.0000","12.3943","-1.0000","-1.0000","2372.5000","3506.0346","0.0000","0.1000","1940.1429","3949.4620","-1.0000","-1.0000"
"#prostatitis","71","0.5634","0.7324","10.9000","17.6603","0.0000","0.1500","10.9615","7.2636","0.0000","0.1923","1068.8000","2956.9183","0.0000","0.0500","1199.5000","3000.2163","0.0000","0.0769"
"#Neuroblastoma","1216","0.2566","0.9449","14.3237","71.0619","0.0000","0.1506","14.5309","36.0389","-1.0000","-1.0000","4136.2404","15237.0921","0.0000","0.0994","3386.1880","20541.2420","0.0000","0.1044"
"#Raynauds","151","0.6821","0.7152","30.4854","89.4857","0.0000","0.0971","84.6204","88.1503","0.0000","0.1481","3857.2913","16764.3581","0.0000","0.1262","4996.8704","16888.9198","0.0000","0.1481"
"#CarpalTunnelSyndrome","173","0.7399","0.5087","12.0391","29.2694","0.0000","0.1484","19.4886","26.2525","0.0000","0.1705","2286.8984","8546.0660","0.0000","0.1406","2887.8409","9997.4875","0.0000","0.1136"
"#PTSD","28509","0.3190","0.8686","7.9706","49.4913","0.0000","0.1324","7.1942","28.0099","-1.0000","-1.0000","5481.2660","34885.2330","0.0000","0.1185","4669.1843","24717.0538","0.0000","0.1103"
"#ARDS45","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Encephalitis","397","0.4131","0.8967","20.8476","77.6441","0.0000","0.1402","46.9831","53.5731","0.0000","0.1910","63081.5793","632312.1956","0.0000","0.1037","8206.8904","104420.1157","0.0000","0.1461"
"#erectiledysfunction","1151","0.4109","0.7663","20.4186","107.6894","0.0000","0.1205","12.6043","77.4347","-1.0000","-1.0000","3840.9006","22771.4138","0.0000","0.1247","1742.1349","6714.7030","0.0000","0.1429"
"#PMDD","530","0.5453","0.8472","12.6851","35.8680","0.0000","0.1246","20.5568","25.5973","0.0000","0.1604","2056.5744","4564.3211","0.0000","0.1142","3414.7595","11267.3111","0.0000","0.1091"
