"%_content_gen","%_content_pp","avg_nt_per_cg","dev_nt","%cg_outliers+","avg_rt_per_cp","dev_rt","%cp_outliers+","cg_reach","dev_cgr","cgr_outliers+","cp_reach","dev_cpr","cpr_outliers+"
"0.1871","0.9387","7.5765","23.6677","0.0925","6.1766","5.8548","-1.0000","20226.5053","207465.2633","0.1423","19454.4709","348978.8649","0.1220"
"0.2804","0.8522","8.8388","53.5147","0.1285","11.2337","30.7937","-1.0000","25895.1481","166274.2379","0.1612","7203.0394","76870.5354","0.1391"
"0.4941","0.7647","21.0476","42.0244","0.1429","24.9846","18.7547","0.1846","2998.5714","9422.8277","0.0952","3726.4615","10273.0008","0.1385"
"0.5065","0.8649","28.1282","108.4366","0.1026","51.9820","77.5337","0.1502","3879.4051","12445.9982","0.1385","2981.0781","11469.9521","0.1051"
"0.4722","0.8619","9.8974","38.3614","0.1274","19.3367","28.5076","0.1220","3659.8405","14865.0774","0.1146","3044.5558","14696.9826","0.1137"
"0.4611","0.8801","25.0946","75.1540","0.1047","28.4283","50.9950","0.1876","9976.2061","48488.5050","0.1250","5994.6265","34117.6824","0.1257"
"0.5144","0.8305","13.6229","50.6548","0.1201","18.4360","37.8260","0.1592","1855.4749","4422.3723","0.1173","1764.3720","6022.8470","0.1125"
"0.4524","0.8095","28.7368","109.8326","0.1579","3.8235","3.4486","0.1765","1178.1579","1529.9269","0.0526","1333.4412","3503.6297","0.0882"
"0.4429","0.9000","9.9032","22.1801","0.1290","4.6825","16.2527","0.1905","1230.2581","2328.5093","0.0645","1405.8095","3174.8490","0.0952"
"0.3044","0.8968","10.8065","51.0453","0.1418","18.7939","30.0147","-1.0000","8234.4330","57876.4260","0.1322","4626.6938","38299.5742","0.1125"
"0.6352","0.7492","12.3487","33.2346","0.1385","12.0696","13.5627","0.1261","13757.3641","137615.7652","0.1077","11541.7783","126600.6783","0.1087"
"0.4490","0.7891","4.8485","8.7270","0.0909","6.0086","5.4694","0.1121","1160.5455","1866.2408","0.1212","2806.8190","12546.3901","0.1293"
"0.6154","0.6496","14.1944","42.1762","0.1806","12.9868","33.8483","0.1447","1218.1667","2231.7287","0.0972","1658.7895","4802.1321","0.0526"
"0.3770","0.9071","24.0628","129.0634","0.1208","16.4618","79.9537","0.1365","4212.0725","11684.9895","0.1546","3538.6285","16813.5302","0.1386"
"0.4378","0.8506","12.4551","56.6647","0.1167","15.2721","38.8253","0.1837","7364.9449","55693.5667","0.1403","4536.2766","39701.6704","0.1365"
"0.3665","0.8688","9.1525","26.3562","0.1589","10.0331","14.9694","0.1171","8803.8623","56651.4642","0.1292","5741.1609","88172.6457","0.1314"
"0.3842","0.8986","16.1261","76.0816","0.1133","18.4726","42.7282","0.1698","11109.9005","71264.1614","0.1271","5898.8833","51385.7193","0.1327"
"0.6991","0.9646","14.6076","37.9691","0.1013","30.1743","17.8631","0.0734","2581.1519","7769.8127","0.1013","2045.7523","6684.6865","0.1009"
"0.7778","0.4444","37.1429","55.2322","0.0000","149.2500","63.4788","-1.0000","6995.0714","21740.3063","0.1429","844.3750","1112.7036","-1.0000"
"0.6526","0.7100","21.9120","89.2585","0.1481","59.7319","85.6791","0.1617","2416.2824","10407.8737","0.1481","2194.8894","9923.3313","0.1574"
"0.5392","0.7571","9.7730","36.4604","0.1321","17.0007","28.2358","0.1411","4769.0970","34979.7186","0.1311","5901.9294","48453.0844","0.1386"
"0.5313","0.9141","35.6176","138.6571","0.1324","111.5385","105.5574","0.1795","3389.4412","5855.5398","0.0588","12193.0855","106661.7994","0.0769"
"0.5125","0.9375","19.2195","39.9634","0.1220","19.1200","30.9776","0.1733","3060.3659","5569.6114","0.0976","1940.6000","4361.9453","0.1333"
"0.7052","0.4877","14.0052","51.6619","0.1429","39.7935","31.3569","0.1738","2404.6533","7190.1503","0.1202","3005.8741","9548.1663","0.1159"
"0.4674","0.8732","25.9729","73.8135","0.1163","34.2780","51.1092","0.1763","6621.9651","24749.7399","0.1202","3463.0415","16986.7715","0.1349"
"0.5385","0.9194","20.2449","72.7790","0.0884","21.6175","56.5420","0.1554","2282.4490","4237.6441","0.1224","1758.2948","4312.3067","0.1315"
"0.6380","0.8160","18.3269","45.0295","0.1154","44.5338","30.4616","0.1429","1649.2885","3904.5717","0.0962","2170.2556","6844.9392","0.0827"
"0.6340","0.8485","19.7243","61.9760","0.1140","33.2802","50.7912","0.1566","3165.5478","14763.1115","0.1140","3127.9670","20281.5952","0.1209"
"0.5080","0.7351","16.7059","110.2118","0.1137","23.1626","91.3734","0.1843","2173.5647","5473.6524","0.1451","1571.0081","4623.7631","0.1274"
"0.3907","0.8977","14.4524","35.0533","0.1071","19.5389","17.6730","0.1762","5815.0357","17004.7946","0.1429","2024.7358","6653.5322","0.1244"
"0.5053","0.8307","28.8429","141.7629","0.1675","73.5892","106.8172","0.1401","3662.5864","10142.5274","0.1257","3774.7580","19111.4971","0.1306"
"0.3471","0.8839","14.0112","66.9598","0.1413","10.7387","27.7950","0.1197","2305.0818","7207.4755","0.1115","2476.5577","11274.1336","0.1343"
"0.4576","0.8778","20.9005","50.1500","0.1357","16.8325","20.3779","0.1509","5560.9095","17980.8078","0.1176","2434.6580","11004.9015","0.1486"
"0.4035","0.8246","6.6087","10.9782","0.1304","33.4255","8.2827","0.1489","2902.5217","10152.8662","0.0435","1606.4043","1972.2088","0.0426"
"0.5758","0.6364","3.2105","2.8004","0.0000","2.4762","2.3238","0.1429","2897.9474","6748.8133","0.1579","2775.1905","6530.9072","0.0952"
"0.4760","0.8908","19.6514","55.1347","0.1101","35.9020","39.5839","0.1471","5982.2477","28995.1631","0.1560","3363.6716","21319.4152","0.1275"
"0.4273","0.8913","12.9362","46.3781","0.1362","18.1702","30.5274","0.1921","5629.6845","46785.9324","0.1293","2732.8083","13995.3302","0.1293"
"0.4175","0.8932","13.5581","21.7686","0.0930","29.5435","15.6308","0.1196","48775.6512","291482.6425","0.0930","23625.4348","199486.1410","0.0870"
"0.3963","0.8474","9.3661","42.1545","0.1419","10.3592","25.4829","0.1312","8934.4054","132150.7915","0.1308","4885.9097","90734.7944","0.1272"
"0.5000","0.9203","10.7391","18.1340","0.1159","29.1417","14.4087","0.1654","2857.9565","5978.4874","0.2029","2529.0551","5040.9275","0.1024"
"0.4707","0.8398","19.1479","74.4861","0.1080","24.3099","39.5194","0.1625","8227.0704","45505.6630","0.1420","3681.7691","20756.8889","0.1217"
"0.6479","0.7465","15.7609","29.5584","0.1739","34.0000","27.8065","0.1321","2138.4130","3640.6585","0.0435","4939.1887","11590.6133","0.1509"
"0.4912","0.8860","15.1607","49.3596","0.1071","77.0792","37.4571","0.1832","3532.5357","9957.6844","0.1518","3081.9406","7972.0659","0.1287"
"0.4587","0.9174","9.9200","30.0536","0.0600","14.6200","21.7133","0.1200","7231.3000","27932.9586","0.1200","4451.7300","20387.6687","0.1500"
"0.4258","0.8678","12.2656","49.0245","0.1413","13.4107","24.6694","0.1728","9169.1349","142966.6268","0.1375","5575.9848","100223.7013","0.1297"
"0.3704","0.8672","9.7759","57.5036","0.1486","12.0486","37.3440","0.1114","7387.2761","66890.8796","0.1306","3843.3430","38581.5304","0.1286"
"0.5072","0.7797","8.6522","52.6386","0.1362","8.8097","28.3248","0.1511","3131.1117","20858.2768","0.1274","2179.1217","14569.7631","0.1135"
"0.1569","1.0000","4.5000","3.8173","-1.0000","15.2549","2.1844","-1.0000","2032.7500","2557.2583","-1.0000","1257.3333","1917.2161","0.1176"
"0.5302","0.8122","19.3691","61.7892","0.1235","32.1373","46.7004","0.1639","9329.1330","85076.0979","0.1153","6436.2799","64985.3778","0.1196"
"0.3322","0.8776","11.6227","54.6605","0.1379","11.9652","32.4177","-1.0000","5697.1485","43327.5819","0.1290","3735.0871","29475.1182","0.1183"
"0.4121","0.8592","8.6729","44.6279","0.1216","9.7403","25.3182","0.1431","2496.4455","14518.8427","0.1258","2578.5622","14546.6506","0.1166"
"0.3394","0.9298","4.9877","37.2196","0.1661","5.7066","21.9498","0.0631","6201.0822","141642.1089","0.1180","3774.2646","91487.5494","0.1092"
"0.7816","0.5345","24.7868","89.3635","0.0956","73.0323","100.3783","0.1290","3415.4926","13881.7597","0.1103","4217.9247","16638.3653","0.1075"
"0.7619","0.4286","24.2500","40.7815","0.1875","9.4444","6.7289","-1.0000","589.9375","909.4189","0.1250","9131.5556","25740.7998","-1.0000"
"0.6173","0.5432","11.3843","60.9294","0.1417","19.6827","61.0768","0.1603","7547.0006","85050.3179","0.1357","5176.4626","40436.3015","0.1447"
"0.3039","0.8809","6.3641","30.4333","0.1374","6.6555","17.2345","-1.0000","30079.2194","672536.8561","0.1498","8295.5382","148914.5756","0.1327"
"0.4232","0.8502","12.2655","57.0851","0.1314","14.3762","37.4373","0.1671","5912.2708","52856.5352","0.1240","3591.2758","31594.0081","0.1270"
"0.4029","0.9116","29.7628","119.2266","0.1378","31.1206","78.3397","0.1330","4930.7270","32539.0875","0.0995","1609.0271","6394.9859","0.1375"
"0.4685","0.8031","10.0315","44.9951","0.1176","13.9571","28.5525","0.1679","6912.9916","88135.2395","0.1282","4431.4510","67335.4077","0.1287"
"0.3601","0.9083","13.3248","36.7480","0.1369","19.3245","23.7616","0.1578","3493.9968","11063.3857","0.1306","2840.6061","18330.2046","0.1149"
"0.3233","0.8547","6.8084","34.4191","0.1302","5.7104","19.1905","-1.0000","6969.1756","122148.2150","0.1278","3917.6368","83197.3017","0.1290"
"0.6087","0.7826","19.0357","43.9119","0.1071","33.4444","39.6304","0.1111","1855.6786","3556.8872","0.0714","1559.5556","3206.9778","0.0833"
"0.5758","0.5758","111.0000","290.7660","0.1579","389.8947","294.4208","0.2105","13741.7368","36628.7918","0.1053","8259.7895","22947.6627","0.1053"
"0.4657","0.8340","9.6233","30.8743","0.1394","14.5531","20.0874","0.1684","11137.4330","167153.3113","0.1300","7963.3376","128612.6607","0.1287"
"0.5033","0.8627","55.6623","215.5340","0.1299","87.5833","166.6364","0.1667","2846.9740","5306.3030","0.1429","1926.5379","5427.4942","0.0985"
"0.4164","0.8151","8.7332","27.1620","0.1256","8.7491","15.9039","0.1321","15908.5994","312993.8296","0.1308","7050.9981","212046.7079","0.1294"
"0.3836","0.8678","13.3146","59.0813","0.1273","18.2417","38.6930","0.1705","4434.7978","31802.8704","0.1348","2452.2897","21246.0537","0.1175"
"0.4605","0.9605","23.7429","81.4704","0.0857","21.2466","57.0958","0.0959","2969.0286","4234.6696","0.1429","1688.0274","2894.9608","0.1233"
"0.4153","0.8676","16.5186","60.0432","0.1166","17.3177","33.3736","0.1964","11572.2100","126940.8089","0.1352","5927.7917","88387.3470","0.1314"
"0.4392","0.6987","3.8918","11.1816","0.1794","2.5788","8.6529","-1.0000","10781.3694","74253.1749","0.1266","4399.6617","42179.3803","0.1459"
"0.4035","0.9781","12.0435","21.0238","0.1304","22.4170","14.7213","0.1256","1634.6087","2785.3092","0.0978","1432.9552","2742.7285","0.0942"
"0.5270","0.7801","7.7480","13.0451","0.0630","15.1436","11.1140","0.1702","3893.4409","16972.7273","0.1339","7777.8883","24560.0181","0.1755"
"0.4256","0.8665","20.8199","89.7203","0.1304","26.5995","62.3700","0.1854","19150.3354","219921.5334","0.1475","10806.6888","157928.7075","0.1281"
"0.4507","0.9296","39.0078","167.3765","0.1484","40.5076","117.9653","0.1932","2073.4609","3582.2205","0.1250","2198.7235","16526.7712","0.1439"
"0.5448","0.6725","8.7761","44.2043","0.0947","9.0779","18.5215","0.1546","4186.5770","25264.9613","0.1367","5576.6397","21821.4686","0.1163"
"0.4103","0.9744","8.3750","9.4366","0.1250","10.5000","7.3365","0.0789","4200.8750","6882.2860","0.0625","3337.1579","8612.0183","0.1579"
"0.4904","0.6879","10.4026","45.4276","0.0909","8.2593","6.1959","0.1111","875.2727","1200.7600","0.0909","4517.1019","12348.6171","0.1111"
"0.5662","0.8033","17.8482","74.2946","0.1409","31.1143","57.4240","0.1390","3878.8236","20934.6758","0.1212","3069.1586","17552.4230","0.1189"
"0.8780","0.3171","9.5556","33.2509","0.0278","24.6923","5.0637","0.0000","777.1111","1247.3891","0.1111","747.8462","1111.8638","0.1538"
"0.3616","0.9510","17.9140","69.6556","0.1398","19.8446","37.0701","0.1774","6010.9032","36426.9088","0.1247","3935.7236","26480.4693","0.1047"
"0.6341","0.5391","11.0881","39.4069","0.1410","15.8705","17.5262","0.2021","8280.6498","112939.5774","0.1211","3362.9197","27380.2957","0.1062"
"0.2628","0.9462","7.7679","40.3943","0.1465","8.2936","19.6298","-1.0000","8758.5638","189757.7572","0.1199","3668.0536","101076.8701","0.1276"
"0.5000","0.9231","20.3846","42.6919","0.0577","33.7813","32.8540","0.1146","2821.5000","5817.8852","0.0769","2190.5208","4618.5840","0.0729"
"0.4123","0.9102","26.7552","112.9270","0.1100","29.0827","52.2892","0.1513","8611.2448","92237.3707","0.1162","4761.5066","63102.1664","0.1372"
"0.3490","0.9560","5.3151","11.0986","0.0966","16.8282","7.1761","0.1457","1805.5420","4934.8627","0.1387","1225.4831","3493.8955","0.1074"
"0.5706","0.7080","13.9604","56.0590","0.1209","21.6189","42.1854","0.1649","5926.9902","69529.0861","0.1286","4720.5225","24839.9962","0.1291"
"0.7353","0.7353","21.4400","58.3353","0.1600","7.4400","58.5764","0.1600","2609.0000","4263.7529","0.2000","1918.2400","4120.3642","0.1200"
"0.4532","0.9245","22.7800","142.0777","0.1200","24.0196","99.8549","0.1307","1924.8000","4376.4315","0.0933","1301.8856","2977.3355","0.1078"
"0.4405","0.7988","9.7608","47.8951","0.1293","11.8873","22.3149","0.1560","9474.5203","90198.4722","0.1346","4876.4237","54177.5868","0.1368"
"0.3171","0.9024","23.3385","74.8603","0.1538","20.0324","38.8114","-1.0000","1737.2923","3117.7282","0.1385","22917.8000","296473.4797","0.1081"
"0.4780","0.9024","15.6837","29.7954","0.1531","11.5405","22.5927","0.1514","21915.9694","193218.6744","0.1531","13492.6649","141522.7607","0.1243"
"0.7532","0.4177","26.8151","112.1409","0.1092","75.0606","143.3093","0.1818","1800.4118","6305.1222","0.0756","5760.4697","12834.6148","0.1667"
"0.4959","0.8211","18.0492","39.2320","0.1148","38.5446","14.6256","0.1683","1802.7049","4269.7976","0.1148","3914.0000","24702.4928","0.0990"
"0.4295","0.7646","11.7583","40.9846","0.1329","15.5375","27.5760","0.1369","5449.4951","41041.0586","0.1290","3858.4717","33376.9712","0.1207"
"0.3484","0.9638","34.2468","137.5922","0.1299","46.4695","84.0247","0.1690","26242.5974","218018.2460","0.1169","10247.4366","131101.0624","0.1174"
"0.5784","0.7504","12.5692","47.0111","0.1269","26.2901","35.4030","0.1564","3466.3434","15752.1961","0.1176","3490.8525","17241.5215","0.1243"
"0.4090","0.8143","17.7936","54.4076","0.1239","15.6221","33.5446","0.1359","4480.9312","20671.2976","0.1101","2735.0853","13431.0871","0.0853"
"0.2919","0.8841","8.1692","44.3069","0.1139","6.5863","23.4305","-1.0000","10237.4727","137915.2353","0.1333","4095.4718","56768.4415","0.1210"
"0.4403","0.8788","10.8372","40.3512","0.1270","14.6824","28.2640","0.1847","3688.5181","28590.7126","0.1210","2577.8926","21548.8059","0.1213"
"0.1768","0.9392","11.9063","16.0108","0.0938","10.5176","7.9529","-1.0000","5058.2500","10823.3903","0.0625","1253.9000","3113.7724","0.0765"
"0.5835","0.6669","20.8961","99.0453","0.1525","35.4699","83.3371","0.1665","6638.7976","75739.5096","0.1282","7322.0791","74778.9598","0.1240"
"0.4422","0.9698","31.3068","123.3461","0.1136","52.2746","84.2123","0.1554","16937.1477","108065.0810","0.1364","2778.8912","10328.7765","0.1399"
"0.4652","0.8458","17.6767","76.7425","0.1296","23.9060","55.5419","0.1418","8352.4661","133585.9242","0.1267","5691.5913","99282.3619","0.1397"
"0.4595","0.8216","14.9529","37.5445","0.1882","27.6250","28.7120","0.1711","3163.6706","9617.5108","0.1059","3921.0724","13400.2013","0.1053"
"0.3623","0.8936","11.7825","61.2382","0.1249","12.8995","33.6376","0.1406","9071.0723","124112.8927","0.1260","5452.3477","87439.0816","0.1209"
"0.5636","0.8955","21.2258","60.0135","0.0806","38.7563","41.1578","0.1523","2058.9839","3891.7603","0.1290","3045.6548","18600.5477","0.1624"
"0.4000","0.7695","13.4915","32.2495","0.1017","24.2863","12.6653","-1.0000","53408.2373","386539.5125","0.1525","16098.3524","208060.9412","0.1454"
"0.4268","0.7906","6.4848","18.0207","0.1174","9.1677","11.5084","0.1247","3425.8674","21042.3443","0.1364","1904.4141","15170.2624","0.1329"
"0.3868","0.8491","9.2439","29.9756","0.0732","18.4889","20.6616","0.1222","3722.3902","9630.3253","0.0488","1621.9444","5980.9873","0.1222"
"0.4015","0.8835","12.2813","37.9505","0.1208","18.9719","22.9739","0.1807","6828.8542","45468.9579","0.1355","4176.7584","33775.2109","0.1232"
"0.4264","0.8050","8.2961","35.2674","0.1302","8.6577","21.5261","0.1333","7493.0270","138222.3270","0.1296","4443.5879","94242.4387","0.1286"
"0.2648","0.9652","5.0789","11.2472","0.1447","5.2527","6.1109","-1.0000","2310.7895","5433.3264","0.1447","3164.0000","12672.3984","0.1336"
"0.5432","0.7372","19.0487","78.6875","0.1299","37.0072","64.2181","0.1340","9430.9838","109552.0785","0.1201","7626.5933","94509.8321","0.1220"
"0.3915","0.8300","7.7619","35.2586","0.1195","8.1182","22.5032","0.1172","7312.1637","101691.0649","0.1288","5495.0018","77612.3626","0.1301"
"0.5571","0.8143","12.1538","20.8725","0.1795","14.5965","13.0090","0.1579","5056.8205","21403.3815","0.0513","3690.2807","17764.2743","0.0526"
"0.4777","0.8259","23.3347","81.3511","0.1229","33.5858","60.3026","0.1691","3372.0297","8259.0374","0.1525","3292.0221","10534.2781","0.1250"
"0.4308","0.8172","8.1970","22.9867","0.1299","9.0787","13.4399","0.1335","7415.3723","69910.3694","0.1169","3779.5026","48758.8390","0.1158"
"0.4176","0.7912","14.0263","65.4105","0.1447","4.7083","19.0417","0.0972","4394.4079","7635.7488","0.1184","2592.8611","7002.0723","0.1597"
"0.4100","0.7657","8.8061","28.4919","0.1531","10.1257","12.5829","-1.0000","12154.4184","71775.0157","0.1633","3300.5191","9435.8079","0.1093"
"0.6667","0.5278","13.2188","36.9424","0.1354","9.0921","11.5220","0.1711","1521.2917","4116.5198","0.1354","2830.4605","7087.6514","0.1579"
"0.4486","0.9346","14.7917","24.2276","0.0625","26.3000","18.2488","0.1400","2328.2708","5821.5329","0.0625","1431.8000","4161.0169","0.1400"
"0.7638","0.7947","19.5058","94.9694","0.1214","65.0806","93.2882","0.1250","2512.3208","6183.8490","0.1127","3155.4722","17045.3508","0.0972"
"0.6769","0.6769","21.9318","50.2410","0.0909","51.9091","34.5466","0.1136","1481.5227","2798.7418","0.1591","1244.4545","2469.5229","0.1591"
"0.4539","0.8729","8.3886","20.3035","0.1144","11.4697","13.1590","0.1918","2904.3136","10215.0232","0.1243","2051.3179","7403.0263","0.1190"
"0.5822","0.6899","15.9004","64.2143","0.1199","22.4683","39.1696","0.1544","3157.5305","18985.5799","0.1321","2000.3688","6535.5247","0.1115"
"0.7357","0.3786","11.8738","57.1089","0.1359","3.1887","8.7553","0.1509","1713.5340","5166.2327","0.1650","1839.9623","4719.5978","0.1321"
"0.6923","0.6154","4.1667","7.5574","0.1111","3.1875","8.2613","0.0938","4292.3056","16388.9378","0.1111","6118.5313","17393.4589","0.1250"
"0.4156","0.9136","13.9703","32.3560","0.1485","22.3919","21.9581","0.1802","7662.8812","27892.0113","0.1386","4720.9234","22812.2616","0.1306"
"0.5594","0.7237","12.4001","57.9072","0.1372","19.6901","50.8550","0.1593","4788.5821","48986.1080","0.1258","4456.0456","43648.4486","0.1269"
"0.5148","0.7304","14.6005","64.9520","0.1288","23.4276","49.8860","0.2043","11833.2163","154109.9078","0.1365","5771.3259","57703.3084","0.1297"
"0.5175","0.7368","8.6780","14.5903","0.1186","18.8929","12.2935","0.1429","2092.9661","3725.5936","0.1695","2140.1786","4241.4135","0.1905"
"0.6500","0.8571","20.4542","81.1614","0.1319","23.8833","71.2699","0.1528","2782.2527","14637.2135","0.0806","3328.7528","20570.2187","0.0778"
"0.5475","0.7598","30.6327","175.9965","0.1429","29.7132","148.2735","0.1838","7272.7347","23902.8135","0.1633","5072.4044","18189.8224","0.1324"
"0.5167","0.8333","7.5161","12.7014","0.0645","11.6800","10.5128","0.1800","2176.4194","4833.8962","0.1290","1071.8600","2585.9361","0.0800"
"0.6571","0.6571","10.6087","11.7115","0.1739","7.6087","12.3500","0.1739","1961.3913","4037.7559","0.0435","1218.4348","1519.7854","0.0435"
"0.6471","0.8067","43.9091","193.2238","0.1169","77.0729","173.1715","0.1875","2343.0130","4798.3649","0.1039","2085.3333","4363.6220","0.0938"
"0.5714","0.8571","10.0357","13.7261","0.0357","41.6667","12.2639","0.1905","2890.0357","7193.6238","0.1429","2338.0952","6190.3739","0.1667"
"0.4773","0.8106","11.3492","33.4800","0.1111","11.6449","17.8067","0.1589","2421.9206","5681.1557","0.1270","2881.7196","8237.0861","0.1308"
"0.4819","0.8795","24.8250","73.8831","0.0250","47.5342","55.8695","0.2055","2379.5500","6688.1994","0.1500","2669.0685","10747.3507","0.1781"
"0.6316","0.8158","34.3542","101.3459","0.0833","30.7258","25.3470","0.1774","8730.6875","43751.4256","0.1042","7220.0000","38541.5062","0.1129"
"0.4906","0.7987","11.0513","23.6933","0.1282","16.3858","19.0126","0.1575","4367.6795","8999.5804","0.1667","2435.5197","5047.1862","0.1181"
"0.5634","0.7324","10.9000","17.6603","0.1500","10.9615","7.2636","0.1923","1049.6000","2923.2865","0.0500","1181.9808","2975.3214","0.0769"
"0.6821","0.7152","30.4854","89.4857","0.0971","84.6204","88.1503","0.1481","3827.5437","16610.7652","0.1262","4961.0741","16734.2571","0.1481"
"0.3190","0.8686","7.9706","49.4913","0.1324","7.1942","28.0099","-1.0000","5426.4607","34655.0508","0.1201","4585.5321","24512.9609","0.1113"
"0.5453","0.8472","12.6851","35.8680","0.1246","20.5568","25.5973","0.1604","2027.3426","4534.9407","0.1211","3382.3697","11258.6177","0.1091"
"0.4444","0.9037","23.8778","78.1434","0.1611","30.2404","52.7694","0.1475","2796.4000","9837.9272","0.1167","1834.5464","6135.2850","0.1202"
"0.6926","0.5185","18.4362","97.9827","0.0895","22.9822","92.5428","0.1552","2500.9086","10561.4786","0.1562","3088.5318","11129.7148","0.1272"
"0.4196","0.8571","11.1064","25.2029","0.1277","10.3542","17.4962","0.1042","1800.9362","2840.7360","0.1277","1746.1250","4155.9877","0.1250"
"0.5507","0.8480","21.3436","93.2047","0.1350","47.2112","71.9343","0.1713","9406.3313","79703.5645","0.1288","1901.0916","6345.4170","0.1195"
"0.2884","0.9393","16.3282","38.7885","0.1053","12.1844","21.9450","-1.0000","59041.7740","494723.9348","0.1548","14953.6388","260620.6863","0.1264"
