"tag","unique_users","%_content_gen","%_content_pp","avg_nt_per_cg","dev_nt","%cg_outliers-","%cg_outliers+","avg_rt_per_cp","dev_rt","%cp_outliers-","%cp_outliers+","cg_reach","dev_cgr","cgr_outliers-","cgr_outliers+","cp_reach","dev_cpr","cpr_outliers-","cpr_outliers+"
"#DeviatedSeptum","19","0.6842","0.3158","1.9231","1.1152","0.0000","0.1538","3.3333","0.0000","-1.0000","-1.0000","13201.0000","42690.5412","0.0000","0.0769","42518.5000","52827.2282","-1.0000","-1.0000"
"#prostatitis","71","0.5634","0.7324","10.9000","17.6603","0.0000","0.1500","10.9615","7.2636","0.0000","0.1923","1049.6000","2923.2865","0.0000","0.0500","1181.9808","2975.3214","0.0000","0.0769"
"#Raynauds","151","0.6821","0.7152","30.4854","89.4857","0.0000","0.0971","84.6204","88.1503","0.0000","0.1481","3827.5437","16610.7652","0.0000","0.1262","4961.0741","16734.2571","0.0000","0.1481"
"#PTSD","28509","0.3190","0.8686","7.9706","49.4913","0.0000","0.1324","7.1942","28.0099","-1.0000","-1.0000","5426.4607","34655.0508","0.0000","0.1201","4585.5321","24512.9609","0.0000","0.1113"
"#ARDS45","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#PMDD","530","0.5453","0.8472","12.6851","35.8680","0.0000","0.1246","20.5568","25.5973","0.0000","0.1604","2027.3426","4534.9407","0.0000","0.1211","3382.3697","11258.6177","0.0000","0.1091"
"#Vasculitis","405","0.4444","0.9037","23.8778","78.1434","0.0000","0.1611","30.2404","52.7694","0.0000","0.1475","2796.4000","9837.9272","0.0000","0.1167","1834.5464","6135.2850","0.0000","0.1202"
"#HendraVirus","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Herpes","758","0.6926","0.5185","18.4362","97.9827","0.0000","0.0895","22.9822","92.5428","0.0000","0.1552","2500.9086","10561.4786","0.0000","0.1562","3088.5318","11129.7148","0.0000","0.1272"
"#BattenDisease","112","0.4196","0.8571","11.1064","25.2029","0.0000","0.1277","10.3542","17.4962","0.0000","0.1042","1800.9362","2840.7360","0.0000","0.1277","1746.1250","4155.9877","0.0000","0.1250"
"#headandneckcancer","296","0.5507","0.8480","21.3436","93.2047","0.0000","0.1350","47.2112","71.9343","0.0000","0.1713","9406.3313","79703.5645","0.0000","0.1288","1901.0916","6345.4170","0.0000","0.1195"
"#Chikungunya","1120","0.2884","0.9393","16.3282","38.7885","0.0000","0.1053","12.1844","21.9450","-1.0000","-1.0000","59041.7740","494723.9348","0.0000","0.1548","14953.6388","260620.6863","0.0000","0.1264"
