"tag","unique_users","%_content_gen","%_content_pp","avg_nt_per_cg","dev_nt","%cg_outliers-","%cg_outliers+","avg_rt_per_cp","dev_rt","%cp_outliers-","%cp_outliers+","cg_reach","dev_cgr","cgr_outliers-","cgr_outliers+","cp_reach","dev_cpr","cpr_outliers-","cpr_outliers+"
"#LiverDisease","567","0.4550","0.8519","21.3450","46.2881","0.0000","0.1202","29.3851","24.6211","0.0000","0.1594","4843.3295","33571.6079","0.0000","0.0930","3065.5052","24411.7001","0.0000","0.1180"
"#Cerebral","180","0.6333","0.6111","13.3860","54.3982","0.0000","0.1404","7.9727","52.3645","0.0000","0.1364","3664.5088","12118.7351","0.0000","0.1316","8791.3000","39728.7305","0.0000","0.1455"
"#colic","208","0.6779","0.5385","22.8511","96.4112","0.0000","0.1631","29.6518","99.0726","0.0000","0.1786","5334.2553","32888.7711","0.0000","0.1135","8109.3125","39135.3303","0.0000","0.1250"
"#Lymphoedema","1033","0.4879","0.9051","18.6508","69.5420","0.0000","0.1230","32.5037","49.4636","0.0000","0.1636","4474.5913","17043.2250","0.0000","0.1290","2938.1979","12884.1976","0.0000","0.1219"
"#Dialysis","1789","0.4086","0.8116","9.7647","29.3947","0.0000","0.1272","13.7686","14.1670","0.0000","0.1315","6332.6320","65502.4378","0.0000","0.1327","4961.5282","50022.5603","0.0000","0.1357"
"#peripheralarterydisease","185","0.3568","0.9243","20.4697","35.7673","0.0000","0.0606","35.7251","22.4593","0.0000","0.1696","8159.7879","31907.1695","0.0000","0.1061","3339.4152","19547.1991","0.0000","0.1404"
"#HunterSyndrome","92","0.4348","0.8478","8.2500","19.7390","0.0000","0.1000","6.9487","14.7088","0.0000","0.1667","11482.2000","60083.1344","0.0000","0.1250","6037.5128","43114.8310","0.0000","0.1154"
"#Viruszika","3321","0.4384","0.8639","13.1195","51.7896","0.0000","0.1223","14.3831","28.2985","0.0000","0.1997","10418.6738","58350.9321","0.0000","0.1387","4814.2593","34928.9491","0.0000","0.1325"
"unknown-#euromelanoma17","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#glaucoma","1321","0.4996","0.7260","17.4364","98.1798","0.0000","0.1439","24.4015","72.5238","0.0000","0.1554","7902.6439","64334.6181","0.0000","0.1333","5806.8394","47444.3243","0.0000","0.1324"
"#StevensJohnsonSyndrome","9","0.7778","0.6667","11.7143","20.3283","-1.0000","-1.0000","4.6667","4.7081","-1.0000","-1.0000","1862.5714","1659.4148","-1.0000","-1.0000","1129.8333","715.3549","-1.0000","-1.0000"
"#FMD","7421","0.5390","0.7791","12.0445","59.0627","0.0000","0.1378","18.4343","46.2058","0.0000","0.1458","2277.7243","9654.2034","0.0000","0.1108","2793.9687","11236.7844","0.0000","0.1098"
"#Dengue","2623","0.3389","0.8906","13.0270","36.0800","0.0000","0.1159","11.1999","19.9968","0.0000","0.1361","16880.1226","138524.5961","0.0000","0.1474","4486.0462","41244.8164","0.0000","0.1336"
"#Cachexia","39","0.4872","0.8205","97.1053","203.1018","0.0000","0.2105","137.5625","129.1917","0.0000","0.1875","11165.3158","22045.8488","0.0000","0.0526","7513.1563","18086.6023","0.0000","0.0625"
"#HeartDisease","4889","0.5005","0.8045","13.9420","54.1828","0.0000","0.1251","20.2624","40.7518","0.0000","0.1498","10118.4675","108608.2455","0.0000","0.1336","6789.7615","77494.8045","0.0000","0.1253"
"#trastornobipolar","1","1.0000","0.0000","2.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","24.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"unknown-#GenCSM","156","0.5321","1.0000","37.5542","127.9986","0.0000","0.0964","65.2436","94.9783","0.0000","0.1538","3860.5663","6478.1385","0.0000","0.0964","2616.4551","5175.8290","0.0000","0.0897"
"#Schizofrenie","3378","0.4523","0.8079","13.1060","48.4636","0.0000","0.1322","17.0385","26.8710","0.0000","0.1854","4689.5425","29002.3954","0.0000","0.1355","2700.2070","10096.7353","0.0000","0.1239"
"#HPV","7212","0.3533","0.8968","11.9941","63.0031","0.0000","0.1185","12.7076","35.3223","0.0000","0.1396","11473.4466","181515.4223","0.0000","0.1173","3823.5968","35796.1494","0.0000","0.1133"
"#Flu","5990","0.4903","0.7693","11.5996","57.4571","0.0000","0.1410","17.3609","38.0017","0.0000","0.1825","11508.4688","147372.9684","0.0000","0.1311","7095.1795","112496.4666","0.0000","0.1146"
"#BRCA","1385","0.4866","0.9054","19.9659","71.4057","0.0000","0.1335","28.7337","51.4528","0.0000","0.1611","8248.3309","75184.0118","0.0000","0.1380","5272.4944","55789.2768","0.0000","0.1372"
"#hayfever","4085","0.5415","0.6372","4.0918","15.9534","0.0000","0.1609","8.2201","12.0188","0.0000","0.1076","3831.4869","28371.6836","0.0000","0.1239","2824.6347","12523.2824","0.0000","0.1241"
"#PediatricStroke","142","0.4859","0.9648","9.3768","20.5198","0.0000","0.1594","20.3358","15.2253","0.0000","0.1314","2876.0145","7133.9905","0.0000","0.1594","2017.8029","5360.2273","0.0000","0.1460"
"#Tinnitus","1216","0.5724","0.6900","8.7744","41.0290","0.0000","0.0977","8.6651","34.5294","0.0000","0.1859","2358.2744","8481.3878","0.0000","0.1121","2844.0334","9103.4781","0.0000","0.1251"
"#Angina","107","0.5794","0.6916","16.5000","37.2870","0.0000","0.1452","27.8784","14.7059","0.0000","0.1351","3678.3548","7772.7803","0.0000","0.1290","2149.8108","6462.6652","0.0000","0.1081"
"#AcuteCoronarySyndrome","39","0.3590","0.8974","87.5000","238.7131","0.0000","0.0714","51.5714","153.9567","0.0000","0.1714","6379.2857","14823.0204","0.0000","0.2143","3391.3143","9621.0624","0.0000","0.2000"
"#sjogrens","185","0.6324","0.8595","36.4957","112.2708","0.0000","0.1111","95.4025","97.5841","0.0000","0.1321","2306.6838","4897.5156","0.0000","0.1282","2588.3585","5536.3950","0.0000","0.1509"
"#CHD","1915","0.3692","0.8762","11.9010","74.5461","0.0000","0.1400","14.5495","47.7477","0.0000","0.1246","4477.3692","21469.3287","0.0000","0.1330","3812.5620","23604.6047","0.0000","0.1228"
"#Restenosis","5","0.4000","0.8000","1.0000","0.0000","-1.0000","-1.0000","11.0000","0.5000","-1.0000","-1.0000","402.5000","123.7437","-1.0000","-1.0000","23888.2500","45638.9037","-1.0000","-1.0000"
"unknown-#esocsm","33","0.6061","0.9697","29.8000","45.8655","0.0000","0.0500","51.1250","38.9194","0.0000","0.1563","10192.9000","27568.9351","0.0000","0.2000","6105.3125","22086.0707","0.0000","0.1250"
"#CHF","634","0.4527","0.7019","11.3380","67.2545","0.0000","0.1638","24.1820","53.8568","-1.0000","-1.0000","3790.1150","10618.9197","0.0000","0.1359","3347.6067","8471.9109","0.0000","0.1528"
"#Fibroid","979","0.4188","0.8080","15.7439","63.3742","0.0000","0.1439","16.7143","43.3829","0.0000","0.1707","5502.0000","44235.0203","0.0000","0.1146","3674.2857","35314.7609","0.0000","0.1239"
"#LynchSyndrome","315","0.4698","0.8952","28.4324","97.1334","0.0000","0.1216","40.6525","47.2277","0.0000","0.1312","5024.0135","13860.9001","0.0000","0.1014","3378.7199","11104.2716","0.0000","0.1348"
"#Bulimia","818","0.5452","0.8081","10.4170","23.2317","0.0000","0.1076","18.5371","16.2427","0.0000","0.1528","3725.4013","18839.0261","0.0000","0.1143","3574.0091","19607.9960","0.0000","0.1089"
"#myocarditis","77","0.5065","0.9481","22.8718","54.8818","0.0000","0.1538","53.3562","41.5358","0.0000","0.1233","7671.8718","23904.7554","0.0000","0.1282","4676.4658","17691.8863","0.0000","0.0685"
"#Cholesteatoma","10","0.7000","0.5000","7.2857","10.6570","-1.0000","-1.0000","6.0000","6.9426","-1.0000","-1.0000","340.0000","347.4987","-1.0000","-1.0000","81.8000","99.5826","-1.0000","-1.0000"
"#Lipoedema","112","0.6250","0.7679","22.9714","64.7497","0.0000","0.1571","25.8488","29.5033","0.0000","0.1512","2954.1429","7746.1609","0.0000","0.1143","2834.9884","7678.2469","0.0000","0.1279"
"#Listeriosis","3438","0.1428","0.9378","5.6884","29.4673","0.0000","0.1589","2.2354","9.3797","-1.0000","-1.0000","16190.0367","98075.8821","0.0000","0.1466","2500.1399","34715.3036","0.0000","0.1176"
"#MuscularDystrophy","576","0.4427","0.8438","9.6235","37.4368","0.0000","0.1098","15.8189","12.2107","0.0000","0.1728","2247.6078","4739.4454","0.0000","0.1176","2194.1564","5465.4702","0.0000","0.1152"
"#Polio","3394","0.3052","0.9157","11.3166","61.8321","0.0000","0.1264","13.7014","34.6117","-1.0000","-1.0000","17697.4295","172036.3039","0.0000","0.1332","7590.0730","102945.1255","0.0000","0.1264"
"#impotence","466","0.4034","0.6931","10.8298","34.7740","0.0000","0.1117","9.3963","7.7270","-1.0000","-1.0000","9514.4521","54213.7913","0.0000","0.1543","3372.7616","35436.9636","0.0000","0.1672"
"#curesma","60","0.5500","0.6500","9.1818","25.7857","0.0000","0.1212","9.1795","24.1736","0.0000","0.1538","4421.9091","14738.6869","0.0000","0.1515","4122.8718","13579.9574","0.0000","0.1282"
"#Migraine","5310","0.5605","0.7217","12.0114","53.8592","0.0000","0.1512","22.1292","46.2780","0.0000","0.1417","6396.3726","66309.9436","0.0000","0.1358","4963.1362","44916.2181","0.0000","0.1258"
"#aHUS","79","0.4430","0.8481","21.0000","80.1700","0.0000","0.1714","35.8955","58.5602","0.0000","0.1940","2159.4000","7327.0648","0.0000","0.0571","1687.6716","5394.1606","0.0000","0.0746"
"#Resfriado","1","1.0000","0.0000","2.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","725.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#analcancer","66","0.5758","0.8333","44.7632","192.5257","0.0000","0.1579","71.2545","18.1038","0.0000","0.1455","4646.8158","13365.2854","0.0000","0.1316","4252.6909","12623.1328","0.0000","0.1455"
"#Psoriasis","1957","0.5360","0.7384","21.0772","83.0241","0.0000","0.1249","28.8948","66.2134","0.0000","0.1806","3456.7064","13213.6624","0.0000","0.1363","3494.1308","16679.4760","0.0000","0.1370"
"#merkelcellcarcinoma","21","0.6190","0.8095","92.6154","305.7893","0.0000","0.1538","254.1765","268.4012","0.0000","0.1176","18921.8462","62352.3881","0.0000","0.1538","14085.9412","54692.2086","0.0000","0.1176"
"#SARS","2678","0.3047","0.8521","3.5797","10.8088","0.0000","0.1838","3.8935","6.2729","-1.0000","-1.0000","12833.7623","94729.6507","0.0000","0.1275","5005.0986","54187.7990","0.0000","0.1078"
"#AllergicRhinitis","74","0.5946","0.6757","5.5000","7.5035","0.0000","0.0909","46.1200","6.1346","0.0000","0.1200","5593.9773","17140.4622","0.0000","0.1364","2730.2800","8036.1111","0.0000","0.1600"
"#Halitosis","117","0.6581","0.5128","11.3636","28.4600","0.0000","0.1948","13.4000","6.6536","0.0000","0.1667","9335.6104","52044.7426","0.0000","0.1818","1339.6833","2367.8975","0.0000","0.1333"
"#Trichotillomania","168","0.6905","0.5655","8.3017","28.3914","0.0000","0.1034","5.9053","23.9434","0.0000","0.1263","2095.4655","6585.3786","0.0000","0.0862","3041.3579","8121.2672","0.0000","0.1158"
"#MyalgicE","4311","0.3637","0.9620","11.7168","60.8050","0.0000","0.1199","16.2669","37.6554","0.0000","0.1760","2669.6964","12766.2522","0.0000","0.1033","1759.3395","8581.8309","0.0000","0.1010"
"#BloodCancer","1102","0.3548","0.8920","19.1535","80.6779","0.0000","0.1535","23.6836","47.0747","0.0000","0.1455","22993.8261","340678.5322","0.0000","0.1407","11515.7182","218224.7507","0.0000","0.1119"
"#Ebola","23412","0.2739","0.9075","5.6528","34.6775","0.0000","0.1160","5.4818","18.8560","-1.0000","-1.0000","25276.7082","325515.9809","0.0000","0.1408","7222.3207","148538.0362","0.0000","0.1175"
"#EatingDisorder","4443","0.4402","0.8181","8.5951","47.4977","0.0000","0.1273","12.9524","34.3767","0.0000","0.1508","3878.1483","21312.8183","0.0000","0.1247","3752.1780","18613.1377","0.0000","0.1257"
"#meningococcal","184","0.4239","0.8967","16.3718","31.1732","0.0000","0.1154","22.2182","22.4369","0.0000","0.1515","26118.7564","124864.5887","0.0000","0.1667","14411.8848","88607.3192","0.0000","0.1697"
"#hydrocephalus","265","0.5057","0.7434","14.3881","50.1185","0.0000","0.1567","17.8274","36.8629","0.0000","0.1574","1458.3209","3071.2563","0.0000","0.1045","1633.0203","4227.1736","0.0000","0.0964"
"#DownSyndrome","5219","0.3075","0.8764","6.7140","31.0200","0.0000","0.1340","7.9993","16.7676","-1.0000","-1.0000","5113.9389","33276.5322","0.0000","0.1252","4050.5195","23919.8049","0.0000","0.1141"
"#brucellosis","20","0.5500","0.8000","9.5455","17.4262","0.0000","0.0909","12.5625","15.0874","0.0000","0.1875","2339.5455","3159.1458","0.0000","0.1818","1770.1250","3693.2846","0.0000","0.1875"
"#Myositis","267","0.4082","0.9213","21.5872","79.6502","0.0000","0.1193","21.1301","53.8567","0.0000","0.2033","1925.5505","5691.0684","0.0000","0.1651","1078.2927","2890.0613","0.0000","0.1382"
"#ringworm","90","0.5889","0.5444","10.6604","29.7347","0.0000","0.0943","24.9592","5.9883","-1.0000","-1.0000","41101.4340","267890.0554","0.0000","0.1321","42659.9184","278023.3206","0.0000","0.1837"
"#neurofibromatosis","623","0.3868","0.8523","11.0871","60.7111","0.0000","0.1369","15.9153","32.8324","0.0000","0.1205","18200.9876","146747.7690","0.0000","0.1660","2855.4256","14803.9467","0.0000","0.1262"
"#CFLN","4831","0.3647","0.8592","9.3014","60.4929","0.0000","0.1379","12.6307","37.3088","0.0000","0.1050","5380.0647","54674.7087","0.0000","0.1362","3049.6418","33705.5238","0.0000","0.1311"
"#Leukaemia","3941","0.3776","0.8653","15.2749","52.9633","0.0000","0.1277","15.3367","29.2218","0.0000","0.1528","9553.4066","73803.7089","0.0000","0.1398","4503.6985","45016.5579","0.0000","0.1249"
"unknown-#stcsm","158","0.5000","0.8228","35.9873","136.5624","0.0000","0.1013","65.0538","106.7333","0.0000","0.1538","4070.4557","14421.1430","0.0000","0.1266","1628.7385","4852.3776","0.0000","0.0923"
"#BloodClot","318","0.3491","0.8994","20.2793","87.9338","0.0000","0.0901","16.6713","55.3197","0.0000","0.1818","10372.2162","51454.2704","0.0000","0.1441","5554.2098","38617.1567","0.0000","0.1399"
"#MultScler","4969","0.4347","0.8322","13.3861","62.1771","0.0000","0.1384","18.0880","41.5903","0.0000","0.1599","5619.2667","39367.6303","0.0000","0.1333","3934.6830","39136.8665","0.0000","0.1175"
"#BMFSM","7","0.5714","1.0000","35.0000","58.8388","-1.0000","-1.0000","49.4286","45.6180","-1.0000","-1.0000","6273.0000","7081.5852","-1.0000","-1.0000","4134.0000","5705.3731","-1.0000","-1.0000"
"#Haemophilia","870","0.4575","0.8391","27.1935","119.1188","0.0000","0.1357","33.8000","87.9786","0.0000","0.1370","6557.0452","39102.2466","0.0000","0.1508","3832.7000","30160.4272","0.0000","0.1466"
"#Angiosarcoma","29","0.6552","0.6552","83.8421","201.3624","0.0000","0.2105","230.7895","163.9102","0.0000","0.1579","7807.5263","22201.2091","0.0000","0.2105","8488.6842","23003.4844","0.0000","0.1579"
"#NCDs","4044","0.3571","0.9634","11.3712","61.3114","0.0000","0.1157","16.9959","37.7058","0.0000","0.1663","11354.1517","141192.9916","0.0000","0.1316","5287.1047","86840.4827","0.0000","0.1240"
"#HighBloodPressure","7120","0.4042","0.8230","14.2728","60.6928","0.0000","0.1213","14.4416","37.5792","0.0000","0.1609","14854.3061","245578.4306","0.0000","0.1386","7323.1157","172546.5950","0.0000","0.1410"
"#Hantavirus","143","0.5664","0.7972","8.8272","15.2470","0.0000","0.1111","16.8772","12.0076","0.0000","0.1754","15567.1728","76636.7463","0.0000","0.1235","4752.1930","26043.1332","0.0000","0.1228"
"#Carcinoma","231","0.6017","0.7879","21.1583","35.0648","0.0000","0.1079","27.4945","21.6756","0.0000","0.1593","4093.7194","14790.9845","0.0000","0.1007","3469.0275","15467.7220","0.0000","0.0879"
"#PulmonaryHypertension","416","0.3894","0.8870","16.0370","47.1569","0.0000","0.1543","28.9377","31.5331","0.0000","0.1789","4525.1605","17513.0842","0.0000","0.1543","2682.6341","12917.2047","0.0000","0.1463"
"#osteonecrosis","34","0.2941","0.8824","14.4000","17.0503","0.0000","0.1000","35.0000","11.8426","-1.0000","-1.0000","26365.0000","78891.8548","0.0000","0.2000","9150.1667","45663.0919","0.0000","0.2333"
"#Eclampsia","12","0.8333","0.5833","8.2000","9.8748","0.0000","0.1000","82.0000","12.3943","-1.0000","-1.0000","2341.8000","3455.5117","0.0000","0.1000","1899.2857","3885.0536","-1.0000","-1.0000"
"#Neuroblastoma","1216","0.2566","0.9449","14.3237","71.0619","0.0000","0.1506","14.5309","36.0389","-1.0000","-1.0000","4137.3109","15263.5828","0.0000","0.0994","3360.3690","20408.8304","0.0000","0.1062"
"#CarpalTunnelSyndrome","173","0.7399","0.5087","12.0391","29.2694","0.0000","0.1484","19.4886","26.2525","0.0000","0.1705","2438.6875","9795.6298","0.0000","0.1328","2875.2727","9971.5173","0.0000","0.1136"
"#Encephalitis","397","0.4131","0.8967","20.8476","77.6441","0.0000","0.1402","46.9831","53.5731","0.0000","0.1910","62969.5366","631010.5569","0.0000","0.1037","8200.6966","104234.8882","0.0000","0.1404"
"#erectiledysfunction","1151","0.4109","0.7663","20.4186","107.6894","0.0000","0.1205","12.6043","77.4347","-1.0000","-1.0000","3788.2262","22647.7185","0.0000","0.1332","1722.4354","6660.9213","0.0000","0.1383"
"#RectalCancer","409","0.3594","0.9535","11.8844","26.6241","0.0000","0.1497","16.6308","13.5748","0.0000","0.1564","2625.4966","5253.6935","0.0000","0.1293","1639.8718","5430.3609","0.0000","0.1231"
"unknown-#BTSM","3225","0.4257","0.8806","14.2411","52.4537","0.0000","0.1406","17.1155","32.6727","0.0000","0.1958","9709.9585","143400.0499","0.0000","0.1311","6432.1595","102085.7445","0.0000","0.1232"
"#fragileX","358","0.3575","0.9274","13.8984","40.5027","0.0000","0.1094","41.8494","25.9105","0.0000","0.1807","4903.6797","14090.0094","0.0000","0.1250","2659.4096","7744.4173","0.0000","0.0964"
"#BrainCancer","2415","0.3967","0.8646","11.9864","47.9705","0.0000","0.1378","13.0790","27.1845","0.0000","0.1571","5615.1722","29526.8304","0.0000","0.1117","4314.6398","24579.2162","0.0000","0.1149"
"#Nocturia","73","0.5890","0.8493","54.5814","143.6812","0.0000","0.0930","94.9194","100.6514","0.0000","0.1613","6183.9070","15313.2562","0.0000","0.0465","4517.7742","13459.3265","0.0000","0.1452"
"#Aspergers","3212","0.4166","0.8487","11.6181","40.9533","0.0000","0.1241","14.8522","25.9234","0.0000","0.1834","4115.9559","41063.4759","0.0000","0.1166","4294.7931","31847.4244","0.0000","0.1291"
"#Bronchitis","256","0.5664","0.6094","14.8069","38.4613","0.0000","0.1379","34.7564","22.1068","0.0000","0.1731","9703.2207","78735.1334","0.0000","0.1724","10915.2051","77239.6482","0.0000","0.1410"
"#OCD","5703","0.5413","0.6842","6.6375","27.0240","0.0000","0.1565","11.7127","23.0980","0.0000","0.1512","4761.0330","40492.7958","0.0000","0.1374","6414.3214","84907.5177","0.0000","0.1315"
"#Infertility","4382","0.5712","0.7045","10.8686","44.8040","0.0000","0.1342","16.7140","35.0714","0.0000","0.1296","9346.3823","101304.9347","0.0000","0.1167","7181.6663","67873.0359","0.0000","0.1241"
"#LymeDisease","5656","0.4243","0.8414","10.3308","51.6157","0.0000","0.1488","12.8897","35.4921","0.0000","0.1517","7774.2425","61598.7969","0.0000","0.1296","4286.0756","40974.8826","0.0000","0.1225"
"#PediatricCancer","1502","0.1871","0.9387","7.5765","23.6677","0.0000","0.0925","6.1766","5.8548","-1.0000","-1.0000","20226.5053","207465.2633","0.0000","0.1423","19454.4709","348978.8649","0.0000","0.1220"
"#Thalassemia","1637","0.2804","0.8522","8.8388","53.5147","0.0000","0.1285","11.2337","30.7937","-1.0000","-1.0000","25895.1481","166274.2379","0.0000","0.1612","7203.0394","76870.5354","0.0000","0.1391"
"#Candidiasis","85","0.4941","0.7647","21.0476","42.0244","0.0000","0.1429","24.9846","18.7547","0.0000","0.1846","2998.5714","9422.8277","0.0000","0.0952","3726.4615","10273.0008","0.0000","0.1385"
"#TSComplex","2","0.5000","0.5000","1.0000","0.0000","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","332.0000","0.0000","-1.0000","-1.0000","20.0000","0.0000","-1.0000","-1.0000"
"#CLL","385","0.5065","0.8649","28.1282","108.4366","0.0000","0.1026","51.9820","77.5337","0.0000","0.1502","3879.4051","12445.9982","0.0000","0.1385","2981.0781","11469.9521","0.0000","0.1051"
"#PlantarFascitis","14","0.7857","0.4286","2.3636","1.6895","0.0000","0.0000","46.6667","1.7512","-1.0000","-1.0000","13035.4545","31343.0349","0.0000","0.1818","5581.0000","12981.4073","-1.0000","-1.0000"
"#BrainInjury","2643","0.4722","0.8619","9.8974","38.3614","0.0000","0.1274","19.3367","28.5076","0.0000","0.1220","3659.8405","14865.0774","0.0000","0.1146","3044.5558","14696.9826","0.0000","0.1137"
"#LiverCancer","642","0.4611","0.8801","25.0946","75.1540","0.0000","0.1047","28.4283","50.9950","0.0000","0.1876","9976.2061","48488.5050","0.0000","0.1250","5994.6265","34117.6824","0.0000","0.1257"
"#SLE","696","0.5144","0.8305","13.6229","50.6548","0.0000","0.1201","18.4360","37.8260","0.0000","0.1592","1855.4749","4422.3723","0.0000","0.1173","1764.3720","6022.8470","0.0000","0.1125"
"#CaudaEquina","42","0.4524","0.8095","28.7368","109.8326","0.0000","0.1579","3.8235","3.4486","0.0000","0.1765","1178.1579","1529.9269","0.0000","0.0526","1333.4412","3503.6297","0.0000","0.0882"
"#Haemochromatosis","70","0.4429","0.9000","9.9032","22.1801","0.0000","0.1290","4.6825","16.2527","0.0000","0.1905","1230.2581","2328.5093","0.0000","0.0645","1405.8095","3174.8490","0.0000","0.0952"
"#SIDS","1715","0.3044","0.8968","10.8065","51.0453","0.0000","0.1418","18.7939","30.0147","-1.0000","-1.0000","8234.4330","57876.4260","0.0000","0.1322","4626.6938","38299.5742","0.0000","0.1125"
"#PeanutAllergy","307","0.6352","0.7492","12.3487","33.2346","0.0000","0.1385","12.0696","13.5627","0.0000","0.1261","13757.3641","137615.7652","0.0000","0.1077","11541.7783","126600.6783","0.0000","0.1087"
"#OsteogenesisImperfecta","147","0.4490","0.7891","4.8485","8.7270","0.0000","0.0909","6.0086","5.4694","0.0000","0.1121","1160.5455","1866.2408","0.0000","0.1212","2806.8190","12546.3901","0.0000","0.1293"
"#Asbestosis","117","0.6154","0.6496","14.1944","42.1762","0.0000","0.1806","12.9868","33.8483","0.0000","0.1447","1218.1667","2231.7287","0.0000","0.0972","1658.7895","4802.1321","0.0000","0.0526"
"#Duchenne","549","0.3770","0.9071","24.0628","129.0634","0.0000","0.1208","16.4618","79.9537","0.0000","0.1365","4212.0725","11684.9895","0.0000","0.1546","3538.6285","16813.5302","0.0000","0.1386"
"#Melanoma","4934","0.4378","0.8506","12.4551","56.6647","0.0000","0.1167","15.2721","38.8253","0.0000","0.1837","7364.9449","55693.5667","0.0000","0.1403","4536.2766","39701.6704","0.0000","0.1365"
"#hypophosphatasia","13","0.5385","0.9231","22.2857","28.4471","-1.0000","-1.0000","20.0000","24.2256","0.0000","0.1667","2092.1429","1080.9850","-1.0000","-1.0000","1228.8333","1268.9403","0.0000","0.0000"
"#IOMCardiacArrest","1288","0.3665","0.8688","9.1525","26.3562","0.0000","0.1589","10.0331","14.9694","0.0000","0.1171","8803.8623","56651.4642","0.0000","0.1292","5741.1609","88172.6457","0.0000","0.1314"
"#Tuberculosis","2642","0.3842","0.8986","16.1261","76.0816","0.0000","0.1133","18.4726","42.7282","0.0000","0.1698","11109.9005","71264.1614","0.0000","0.1271","5898.8833","51385.7193","0.0000","0.1327"
"#FGID","113","0.6991","0.9646","14.6076","37.9691","0.0000","0.1013","30.1743","17.8631","0.0000","0.0734","2581.1519","7769.8127","0.0000","0.1013","2045.7523","6684.6865","0.0000","0.1009"
"#Pompe","31","0.6774","0.6452","11.5714","25.9433","0.0000","0.1429","19.8000","26.9676","0.0000","0.1500","2695.8571","5516.6150","0.0000","0.1429","2200.7000","5573.2388","0.0000","0.1000"
"#varicocele","18","0.7778","0.4444","37.1429","55.2322","0.0000","0.0000","149.2500","63.4788","-1.0000","-1.0000","6995.0714","21740.3063","0.0000","0.1429","844.3750","1112.7036","-1.0000","-1.0000"
"#Narcolepsy","331","0.6526","0.7100","21.9120","89.2585","0.0000","0.1481","59.7319","85.6791","0.0000","0.1617","2416.2824","10407.8737","0.0000","0.1481","2194.8894","9923.3313","0.0000","0.1574"
"#Endometriosis","3594","0.5392","0.7571","9.7730","36.4604","0.0000","0.1321","17.0007","28.2358","0.0000","0.1411","4769.0970","34979.7186","0.0000","0.1311","5901.9294","48453.0844","0.0000","0.1386"
"#Pemphigus","18","0.6111","0.8333","13.5455","26.7109","0.0000","0.1818","2.2667","23.5671","0.0000","0.1333","2179.7273","4300.6226","0.0000","0.0909","1505.2000","3758.8880","0.0000","0.1333"
"#PTEN","128","0.5313","0.9141","35.6176","138.6571","0.0000","0.1324","111.5385","105.5574","0.0000","0.1795","3389.4412","5855.5398","0.0000","0.0588","12193.0855","106661.7994","0.0000","0.0769"
"#Carcinoid","80","0.5125","0.9375","19.2195","39.9634","0.0000","0.1220","19.1200","30.9776","0.0000","0.1733","3060.3659","5569.6114","0.0000","0.0976","1940.6000","4361.9453","0.0000","0.1333"
"#Gout","814","0.7052","0.4877","14.0052","51.6619","0.0000","0.1429","39.7935","31.3569","0.0000","0.1738","2404.6533","7190.1503","0.0000","0.1202","3005.8741","9548.1663","0.0000","0.1159"
"#Atherosclerosis","552","0.4674","0.8732","25.9729","73.8135","0.0000","0.1163","34.2780","51.1092","0.0000","0.1763","6621.9651","24749.7399","0.0000","0.1202","3463.0415","16986.7715","0.0000","0.1349"
"#CGRP","273","0.5385","0.9194","20.2449","72.7790","0.0000","0.0884","21.6175","56.5420","0.0000","0.1554","2282.4490","4237.6441","0.0000","0.1224","1758.2948","4312.3067","0.0000","0.1315"
"#adenomyosis","163","0.6380","0.8160","18.3269","45.0295","0.0000","0.1154","44.5338","30.4616","0.0000","0.1429","1649.2885","3904.5717","0.0000","0.0962","2170.2556","6844.9392","0.0000","0.0827"
"#PsoriaticArthritis","429","0.6340","0.8485","19.7243","61.9760","0.0000","0.1140","33.2802","50.7912","0.0000","0.1566","3165.5478","14763.1115","0.0000","0.1140","3127.9670","20281.5952","0.0000","0.1209"
"#fracture","502","0.5080","0.7351","16.7059","110.2118","0.0000","0.1137","23.1626","91.3734","0.0000","0.1843","2173.5647","5473.6524","0.0000","0.1451","1571.0081","4623.7631","0.0000","0.1274"
"#FacialDisfigurement","12","0.7500","0.7500","21.3333","33.2566","-1.0000","-1.0000","33.8889","33.6332","-1.0000","-1.0000","1708.3333","2004.9630","-1.0000","-1.0000","6412.7778","9034.0271","-1.0000","-1.0000"
"#Retinoblastoma","215","0.3907","0.8977","14.4524","35.0533","0.0000","0.1071","19.5389","17.6730","0.0000","0.1762","5815.0357","17004.7946","0.0000","0.1429","2024.7358","6653.5322","0.0000","0.1244"
"#Sarcoidosis","378","0.5053","0.8307","28.8429","141.7629","0.0000","0.1675","73.5892","106.8172","0.0000","0.1401","3662.5864","10142.5274","0.0000","0.1257","3774.7580","19111.4971","0.0000","0.1306"
